workerid,proliferate.condition,age,comments,correct,education_level,enjoyment,gender,internal_node_id,key_press,native_language,response,rt,solution,stimulus,test_part,time_elapsed,total_score,trial_index,trial_type,understanding,experiment_id,participant_id,error
94,condition1,,,,,,,0.0-5.0-1.46,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3333775,,98,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.47,,,"['that', 'he', 'had', 'done', 'his']",,"['that', 'he', 'had', 'done', 'his']",,test,3355200,19,99,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.47,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3356205,,100,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,False,,,,0.0-5.0-0.48,,,"['falsifies', 'itself', 'for', 'certain', 'traits']",,"['falsifies', 'for', 'itself', 'certain', 'traits']",,test,3389000,19,101,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.48,,,,,,<p>Wrong.<p>,fixation,3393015,,102,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,False,,,,0.0-5.0-0.49,,,"['though', 'and', 'he', 'met', 'my']",,"['met', 'though', 'he', 'and', 'my']",,test,3449793,19,103,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.49,,,,,,<p>Wrong.<p>,fixation,3453807,,104,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.50,,,"['connected', 'with', 'the', 'wilderness', 'campaign']",,"['connected', 'with', 'the', 'wilderness', 'campaign']",,test,3552222,20,105,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.50,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3553236,,106,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,False,,,,0.0-5.0-0.51,,,"['how', 'could', 'she', 'not', 'understand']",,"['she', 'could', 'not', 'understand', 'how']",,test,3563970,20,107,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.51,,,,,,<p>Wrong.<p>,fixation,3567977,,108,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,False,,,,0.0-5.0-0.52,,,"['ornamental', 'pipe', 'to', 'the', 'rim']",,"['ornamental', 'rim', 'to', 'the', 'pipe']",,test,3640382,20,109,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.52,,,,,,<p>Wrong.<p>,fixation,3644388,,110,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.53,,,"['that', 'her', 'temper', 'is', 'intractable']",,"['that', 'her', 'temper', 'is', 'intractable']",,test,3665253,21,111,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.53,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3666258,,112,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.54,,,"['in', 'order', 'to', 'get', 'to']",,"['in', 'order', 'to', 'get', 'to']",,test,3694896,22,113,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.54,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3695907,,114,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,False,,,,0.0-5.0-0.55,,,"['children', 'as', 'under', 'menageries', 'it']",,"['menageries', 'under', 'it', 'as', 'children']",,test,3760318,22,115,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.55,,,,,,<p>Wrong.<p>,fixation,3765738,,116,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.56,,,"['that', 'in', 'spite', 'of', 'his']",,"['that', 'in', 'spite', 'of', 'his']",,test,3801557,23,117,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.56,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3802564,,118,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,False,,,,0.0-5.0-0.57,,,"['the', 'statistics', 'of', 'the', 'race']",,"['the', 'race', 'statistics', 'of', 'the']",,test,3834972,23,119,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.57,,,,,,<p>Wrong.<p>,fixation,3838975,,120,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.58,,,"['she', 'might', 'risk', 'such', 'a']",,"['she', 'might', 'risk', 'such', 'a']",,test,3858001,24,121,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.58,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3859013,,122,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,True,,,,0.0-5.0-0.59,,,"['a', 'great', 'deal', 'more', 'of']",,"['a', 'great', 'deal', 'more', 'of']",,test,3879489,25,123,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-5.0-1.59,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,3880500,,124,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,,,,,,,0.0-6.0,32,,,6360.295000020415,,"<p>You responded correctly on 42% of the trials.</p><p>Despite this, we've decided to award you the bonus anyway. Congratulations!</p><img src='star.gif'></img><p>Press any key to continue. Thank you!</p>",,3886883,,125,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
94,condition1,22,"I was interested in it, but I found it very frustrating and difficult. I also found it a bit long. Maybe adding in some instructions for when you get stuck might be helpful because I tended to really linger on the difficult ones. It was a cool exercise though. Good luck!",,Graduated College,Worse than the average experiment,Male,0.0-7.0,,English,,,,,,4160162,,126,cloze-blank,Yes,f1a4dc76-2a00-47fe-8d39-6f64085874d4,15227e1e-658e-4861-bc2d-e2a44eddba0d,
85,condition1,,,,,,,0.0-0.0,32,,,1149,,"<p>University of California, Irvine Language Processing Group</p><p id=""legal"">By answering the following questions, you are participating in a study being performed by cognitive scientists in the University of California, Irvine Department of Language Science. If you have questions about this research, please contact Richard Futrell at rfutrell@uci.edu or Ryan Lee, at leerk3@uci.edu. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p><p>Press spacebar to continue.</p>",,1153,,0,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-1.0,32,,,759,,Welcome to the experiment. Press spacebar to begin.,,1913,,1,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-2.0,32,,,466,,"<p>A five-word sequence taken from a sentence will be given to you in random order.</p><p>Your task is to rearrange the words to match the original order from which they came.</p><p>However, you will not be given the original sentence.</p><p>For example:</p><video width='852' height='480' controls><source src='first_example_3.mp4' type='video/mp4'></video><p>Press spacebar to continue with the instructions.</p>",,2402,,2,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-3.0,32,,,1534,,"<p>Note two things.</p><p>1. The five words may have been taken from any point within a sentence.</p><video width='852' height='480' controls><source src='note1_example_(quicker).mp4' type='video/mp4'></video><p>2. If you encounter multiple possibilities like this, just pick one order.</p><video width='852' height='480' controls><source src='note2_example_final.mp4' type='video/mp4'></video><p>You will be given the option to re-randomize the words and clear your input.</p><p>Press spacebar to continue.</p>",,3954,,3,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-4.0,32,,,845,,"<p>If you successfully match the original order for all trials, you will receive a bonus.</p><p>Good luck!</p><p>Press spacebar to continue.</p>",,4800,,4,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,True,,,,0.0-5.0-0.0,,,"['to', 'know', 'what', 'to', 'do']",,"['to', 'know', 'what', 'to', 'do']",,test,25820,1,5,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-5.0-1.0,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,26823,,6,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,True,,,,0.0-5.0-0.1,,,"['he', 'had', 'to', 'be', 'taken']",,"['he', 'had', 'to', 'be', 'taken']",,test,34251,2,7,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-5.0-1.1,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,35253,,8,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,True,,,,0.0-5.0-0.2,,,"['there', 'was', 'no', 'time', 'to']",,"['there', 'was', 'no', 'time', 'to']",,test,49755,3,9,cloze,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-5.0-1.2,,,,,,"<img src=""correct.png"" width=100</img><p>Correct!</p>",fixation,50759,,10,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,,,,,,,0.0-6.0,32,,,2393,,"<p>You responded correctly on 100% of the trials.</p><p>Despite this, we've decided to award you the bonus anyway. Congratulations!</p><img src='star.gif'></img><p>Press any key to continue. Thank you!</p>",,53152,,11,html-keyboard-response,,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
85,condition1,42,This is a test.,,Graduated College,An average experiment,Female,0.0-7.0,,English,,,,,,67214,,12,cloze-blank,Yes,f1a4dc76-2a00-47fe-8d39-6f64085874d4,2364f046-4c49-473b-b3e9-ea54a38a8f5f,
