workerid,proliferate.condition,age,comments,correct,education_level,enjoyment,gender,internal_node_id,key_press,native_language,response,rt,solution,stimulus,test_part,time_elapsed,total_score,trial_index,trial_type,understanding,experiment_id,participant_id,error
136,condition1,,,False,,,,0.0-5.0-0.15,,,"['she', 'emerged', 'from', 'then', 'her']",,"['then', 'she', 'emerged', 'from', 'her']",,test,507140,0,35,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.15,32,,,1364.829999860376,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>she,emerged,from,then,her</p><h4>Here is the correct answer and the original sentence:</h4><p>then,she,emerged,from,her</p><p>The divine afflatus usually lasted a week or two, and then she emerged from her 'vortex', hungry, sleepy, cross, or despondent.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,508506,,36,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.16,,,"['would', 'parents', 'sleep', 'for', 'a']",,"['parents', 'would', 'sleep', 'for', 'a']",,test,524986,0,37,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.16,32,,,3594.8699999134988,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>would,parents,sleep,for,a</p><h4>Here is the correct answer and the original sentence:</h4><p>parents,would,sleep,for,a</p><p>This was how Gregor received his food each day now, once in the morning while his parents and the maid were still asleep, and the second time after everyone had eaten their meal at midday as his parents would sleep for a little while then as well, and Gregor's sister would send the maid away on some errand.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,528583,,38,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.17,,,"['and', 'act', 'to', 'appreciate', 'according']",,"['appreciate', 'and', 'act', 'according', 'to']",,test,553268,0,39,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.17,32,,,1447.3450002260506,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>and,act,to,appreciate,according</p><h4>Here is the correct answer and the original sentence:</h4><p>appreciate,and,act,according,to</p><p>The old theological problem of ""Faith"" and ""Knowledge,"" or more plainly, of instinct and reason--the question whether, in respect to the valuation of things, instinct deserves more authority than rationality, which wants to appreciate and act according to motives, according to a ""Why,"" that is to say, in conformity to purpose and utility--it is always the old moral problem that first appeared in the person of Socrates, and had divided men's minds long before Christianity.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,554717,,40,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.18,,,"['her', 'shadow', 'gave', 'up', 'and']",,"['shadow', 'and', 'gave', 'her', 'up']",,test,569789,0,41,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.18,32,,,1554.2150000110269,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>her,shadow,gave,up,and</p><h4>Here is the correct answer and the original sentence:</h4><p>shadow,and,gave,her,up</p><p>So the spring days came and went, the sky grew clearer, the earth greener, the flowers were up fairly early, and the birds came back in time to say goodbye to Beth, who, like a tired but trustful child, clung to the hands that had led her all her life, as Father and Mother guided her tenderly through the Valley of the Shadow, and gave her up to God.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,571345,,42,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.19,,,"['sat', 'looking', 'at', 'all', 'and']",,"['and', 'all', 'sat', 'looking', 'at']",,test,585187,0,43,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.19,32,,,2045.105000026524,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>sat,looking,at,all,and</p><h4>Here is the correct answer and the original sentence:</h4><p>and,all,sat,looking,at</p><p>Presently Beth and Amy woke to rummage and find their little books also, one dove-colored, the other blue, and all sat looking at and talking about them, while the east grew rosy with the coming day.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,587234,,44,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.20,,,"['men', 'in', 'their', 'generals', 'led']",,"['generals', 'led', 'their', 'men', 'in']",,test,599686,0,45,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.20,32,,,1301.5349998604506,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>men,in,their,generals,led</p><h4>Here is the correct answer and the original sentence:</h4><p>generals,led,their,men,in</p><p>The Confederate generals led their men in the repeated charges, and the loss among them was of unusual proportions.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,600989,,46,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.21,,,"['her', 'own', 'remodeled', 'works', 'with']",,"['remodeled', 'her', 'own', 'works', 'with']",,test,621214,0,47,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.21,32,,,1112.070000031963,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>her,own,remodeled,works,with</p><h4>Here is the correct answer and the original sentence:</h4><p>remodeled,her,own,works,with</p><p>Jo regarded them as worthy of Bacon, Milton, or Shakespeare, and remodeled her own works with good effect, she thought.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,622328,,48,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.22,,,"['company', 'and', 'was', 'the', 'raised']",,"['company', 'was', 'raised', 'and', 'the']",,test,641800,0,49,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.22,32,,,3429.350000107661,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>company,and,was,the,raised</p><h4>Here is the correct answer and the original sentence:</h4><p>company,was,raised,and,the</p><p>The company was raised and the officers and non-commissioned officers elected before the meeting adjourned.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,645230,,50,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.23,,,"['part', 'of', 'it', 'is', 'margin']",,"['margin', 'is', 'part', 'of', 'it']",,test,659927,0,51,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.23,32,,,2739.0100001357496,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>part,of,it,is,margin</p><h4>Here is the correct answer and the original sentence:</h4><p>margin,is,part,of,it</p><p>But this, at least, I have very clearly realised, that the ocean is there and that the margin is part of it, and that down that shelving shore the human race is destined to move slowly to deeper waters.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,662668,,52,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.24,,,"['dismissing', 'him', 'at', 'once', 'by']",,"['by', 'dismissing', 'him', 'at', 'once']",,test,685955,0,53,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.24,32,,,983.1499999854714,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>dismissing,him,at,once,by</p><h4>Here is the correct answer and the original sentence:</h4><p>by,dismissing,him,at,once</p><p>Humbled as he now is, I cannot forgive him such an instance of pride, and am doubtful whether I ought not to punish him by dismissing him at once after this reconciliation, or by marrying and teazing him for ever.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,686940,,54,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.25,,,"['of', 'concentrated', 'essence', 'enfolds', 'the']",,"['enfolds', 'the', 'concentrated', 'essence', 'of']",,test,705040,0,55,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.25,32,,,1378.000000026077,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>of,concentrated,essence,enfolds,the</p><h4>Here is the correct answer and the original sentence:</h4><p>enfolds,the,concentrated,essence,of</p><p>Each cover of a true book enfolds the concentrated essence of a man.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,706420,,56,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,False,,,,0.0-5.0-0.26,,,"['as', 'such', 'the', 'universals', 'until']",,"['universals', 'as', 'such', 'until', 'the']",,test,725686,0,57,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.26,32,,,1201.2350000441074,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>as,such,the,universals,until</p><h4>Here is the correct answer and the original sentence:</h4><p>universals,as,such,until,the</p><p>Hence we succeed in avoiding all notice of universals as such, until the study of philosophy forces them upon our attention.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,726888,,58,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,True,,,,0.0-5.0-0.27,,,"['the', 'vividness', 'of', 'the', 'experience']",,"['the', 'vividness', 'of', 'the', 'experience']",,test,750301,1,59,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.27,32,,,2998.579999897629,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>the,vividness,of,the,experience</p><h4>Here is the original sentence:</h4><p>Broadly speaking, memory is trustworthy in proportion to the vividness of the experience and to its nearness in time.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,753302,,60,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,True,,,,0.0-5.0-0.28,,,"['the', 'enemy', 'on', 'the', 'top']",,"['the', 'enemy', 'on', 'the', 'top']",,test,768784,2,61,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.28,32,,,1232.3050000704825,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>the,enemy,on,the,top</p><h4>Here is the original sentence:</h4><p>The crossing had to be effected in full view of the enemy on the top of Lookout Mountain.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,770019,,62,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,True,,,,0.0-5.0-0.29,,,"['no', 'longer', 'wear', 'the', 'decorations']",,"['no', 'longer', 'wear', 'the', 'decorations']",,test,789467,3,63,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-5.0-1.29,32,,,2757.814999902621,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>no,longer,wear,the,decorations</p><h4>Here is the original sentence:</h4><p>He declared he could no longer wear the decorations which he had received from the Sovereign of the Congo State.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,792227,,64,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,,,,,,,0.0-6.0,32,,,5171.339999884367,,"<p>You responded correctly on 10% of the trials.</p><p>Despite this, we've decided to award you the bonus anyway. Congratulations!</p><img src='star.gif'></img><p>Press any key to continue. Thank you!</p>",,797401,,65,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
136,condition1,25,Sorry I was so bad at it,,Some College,An average experiment,Female,0.0-7.0,,english,,,,,,825331,,66,cloze-blank,Yes,e08884f0-14b4-49da-a491-37b6124ceb38,491d1958-4021-480f-b272-16a2f24dcafb,
151,condition1,,,,,,,0.0-0.0,32,,,7249.435000005178,,"<p>University of California, Irvine Language Processing Group</p><p id=""legal"">By answering the following questions, you are participating in a study being performed by cognitive scientists in the University of California, Irvine Department of Language Science. If you have questions about this research, please contact Richard Futrell at rfutrell@uci.edu or Ryan Lee, at leerk3@uci.edu. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p><p>Press spacebar to continue.</p>",,7258,,0,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-1.0,32,,,1680.740000010701,,Welcome to the experiment. Press spacebar to begin.,,8941,,1,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-2.0,32,,,31982.179999991786,,"<p>A five-word sequence taken from a sentence will be given to you in random order.</p><p>Your task is to rearrange the words to match the original order from which they came.</p><p>However, you will not be given the original sentence.</p><p>For example:</p><video width='852' height='480' controls><source src='first_example_3.mp4' type='video/mp4'></video><p>Press spacebar to continue with the instructions.</p>",,40926,,2,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-3.0,32,,,10323.709999996936,,"<p>Note two things.</p><p>1. The five words may have been taken from any point within a sentence.</p><video width='852' height='480' controls><source src='note1_example_(quicker).mp4' type='video/mp4'></video><p>2. If you encounter multiple possibilities like this, just pick one order.</p><video width='852' height='480' controls><source src='note2_example_final.mp4' type='video/mp4'></video><p>You will be given the option to re-randomize the words and clear your input.</p><p>Press spacebar to continue.</p>",,51257,,3,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-4.0,32,,,3348.3300000079907,,"<p>If you successfully match the original order for all trials, you will receive a bonus.</p><p>Good luck!</p><p>Press spacebar to continue.</p>",,54607,,4,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.0,,,"['questions', 'which', 'in', 'and', 'answers']",,"['questions', 'and', 'answers', 'in', 'which']",,test,156163,0,5,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.0,32,,,7650.034999998752,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>questions,which,in,and,answers</p><h4>Here is the correct answer and the original sentence:</h4><p>questions,and,answers,in,which</p><p>"" But this is a realm of questions and answers in which a more fastidious spirit does not like to stay: for here truth has to stifle her yawns so much when she is obliged to answer.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,163820,,6,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.1,,,"['sing', 'the', 'of', 'the', 'song']",,"['sing', 'the', 'song', 'of', 'the']",,test,192858,0,7,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.1,32,,,6257.499999977881,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>sing,the,of,the,song</p><h4>Here is the correct answer and the original sentence:</h4><p>sing,the,song,of,the</p><p>I'll try to sing the song of the shepherd boy which the Pilgrims heard.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,199119,,8,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.2,,,"['the', 'enemy', 'on', 'top', 'the']",,"['the', 'enemy', 'on', 'the', 'top']",,test,247850,0,9,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.2,32,,,3086.940000008326,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>the,enemy,on,top,the</p><h4>Here is the correct answer and the original sentence:</h4><p>the,enemy,on,the,top</p><p>The crossing had to be effected in full view of the enemy on the top of Lookout Mountain.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,250941,,10,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.3,,,"['within', 'which', 'of', 'narrow', 'walls']",,"['within', 'narrow', 'walls', 'of', 'which']",,test,288550,0,11,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.3,32,,,8885.095000005094,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>within,which,of,narrow,walls</p><h4>Here is the correct answer and the original sentence:</h4><p>within,narrow,walls,of,which</p><p>Instead of being shut in within narrow walls, of which every nook and cranny could be explored, we find ourselves in an open world of free possibilities, where much remains unknown because there is so much to know.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,297438,,12,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,True,,,,0.0-5.0-0.4,,,"['then', 'she', 'emerged', 'from', 'her']",,"['then', 'she', 'emerged', 'from', 'her']",,test,313762,1,13,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.4,32,,,3381.664999993518,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>then,she,emerged,from,her</p><h4>Here is the original sentence:</h4><p>The divine afflatus usually lasted a week or two, and then she emerged from her 'vortex', hungry, sleepy, cross, or despondent.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,317147,,14,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,True,,,,0.0-5.0-0.5,,,"['the', 'vividness', 'of', 'the', 'experience']",,"['the', 'vividness', 'of', 'the', 'experience']",,test,335209,2,15,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.5,32,,,939.8550000041724,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>the,vividness,of,the,experience</p><h4>Here is the original sentence:</h4><p>Broadly speaking, memory is trustworthy in proportion to the vividness of the experience and to its nearness in time.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,336153,,16,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.6,,,"['the', 'company', 'was', 'and', 'raised']",,"['company', 'was', 'raised', 'and', 'the']",,test,379411,2,17,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.6,32,,,4171.219999989262,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>the,company,was,and,raised</p><h4>Here is the correct answer and the original sentence:</h4><p>company,was,raised,and,the</p><p>The company was raised and the officers and non-commissioned officers elected before the meeting adjourned.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,383585,,18,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.7,,,"['only', 'vouched', 'for', 'by', 'one']",,"['vouched', 'for', 'by', 'only', 'one']",,test,399424,2,19,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.7,32,,,1897.2049999865703,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>only,vouched,for,by,one</p><h4>Here is the correct answer and the original sentence:</h4><p>vouched,for,by,only,one</p><p>Now, having said so much of the spirit body, and having indicated that its presence is not vouched for by only one line of evidence or school of thought, let us turn to what happens at the time of death, according to the observation of clairvoyants on this side and the posthumous accounts of the dead upon the other.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,401323,,20,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.8,,,"['who', 'one', 'recognizes', 'is', 'only']",,"['is', 'one', 'who', 'recognizes', 'only']",,test,440128,2,21,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.8,32,,,2243.3550000132527,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>who,one,recognizes,is,only</p><h4>Here is the correct answer and the original sentence:</h4><p>is,one,who,recognizes,only</p><p>The 'practical' man, as this word is often used, is one who recognizes only material needs, who realizes that men must have food for the body, but is oblivious of the necessity of providing food for the mind.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,442374,,22,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.9,,,"['population', 'about', 'equally', 'divided', 'in']",,"['about', 'equally', 'divided', 'in', 'population']",,test,482011,2,23,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.9,32,,,935.765000001993,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>population,about,equally,divided,in</p><h4>Here is the correct answer and the original sentence:</h4><p>about,equally,divided,in,population</p><p>San Antonio was about equally divided in population between Americans and Mexicans.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,482949,,24,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.10,,,"['she', 'came', 'back', 'looking', 'but']",,"['but', 'she', 'came', 'back', 'looking']",,test,499055,2,25,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.10,32,,,2203.684999985853,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>she,came,back,looking,but</p><h4>Here is the correct answer and the original sentence:</h4><p>but,she,came,back,looking</p><p>She went off to get her ball, and was a long time finding it among the bushes, but she came back, looking cool and quiet, and waited her turn patiently.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,501262,,26,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,False,,,,0.0-5.0-0.11,,,"['generals', 'led', 'in', 'their', 'men']",,"['generals', 'led', 'their', 'men', 'in']",,test,521829,2,27,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,,,,,0.0-5.0-1.11,32,,,1887.155000003986,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>generals,led,in,their,men</p><h4>Here is the correct answer and the original sentence:</h4><p>generals,led,their,men,in</p><p>The Confederate generals led their men in the repeated charges, and the loss among them was of unusual proportions.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,523720,,28,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
151,condition1,,,True,,,,0.0-5.0-0.12,,,"['by', 'dismissing', 'him', 'at', 'once']",,"['by', 'dismissing', 'him', 'at', 'once']",,test,550089,3,29,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,52a2c1f0-fa1e-4544-92fd-82519452a3a1,
