,workerid,proliferate.condition,age,comments,correct,education_level,enjoyment,gender,internal_node_id,key_press,native_language,response,rt,solution,stimulus,test_part,time_elapsed,total_score,trial_index,trial_type,understanding,experiment_id,participant_id,error,words
315,156,condition1,,,True,,,,0.0-5.0-0.21,,,"['and', 'regarded', 'it', 'with', 'the']",,"['and', 'regarded', 'it', 'with', 'the']",,test,668659,5.0,47,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"and,regarded,it,with,the"
316,156,condition1,,,,,,,0.0-5.0-1.21,32.0,,,781.1400000064168,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>and,regarded,it,with,the</p><h4>Here is the original sentence:</h4><p>""  John laughed, and watched her for a minute, as she poised a pretty little preparation of lace and flowers on her hand, and regarded it with the genuine interest which his harangue had failed to waken.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,669442,,48,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
317,156,condition1,,,True,,,,0.0-5.0-0.22,,,"['sing', 'the', 'song', 'of', 'the']",,"['sing', 'the', 'song', 'of', 'the']",,test,680360,6.0,49,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"sing,the,song,of,the"
318,156,condition1,,,,,,,0.0-5.0-1.22,32.0,,,1507.4900000181515,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>sing,the,song,of,the</p><h4>Here is the original sentence:</h4><p>I'll try to sing the song of the shepherd boy which the Pilgrims heard.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,681869,,50,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
319,156,condition1,,,False,,,,0.0-5.0-0.23,,,"['theory', 'is', 'refutable', 'to', 'a']",,"['refutable', 'is', 'a', 'theory', 'to']",,test,709366,6.0,51,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"refutable,is,a,theory,to"
320,156,condition1,,,,,,,0.0-5.0-1.23,32.0,,,873.040000005858,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>theory,is,refutable,to,a</p><h4>Here is the correct answer and the original sentence:</h4><p>refutable,is,a,theory,to</p><p>When Othello believes that Desdemona loves Cassio, he must not have before his mind a single object, 'Desdemona's love for Cassio', or 'that Desdemona loves Cassio ', for that would require that there should be objective falsehoods, which subsist independently of any minds; and this, though not logically refutable, is a theory to be avoided if possible.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,710241,,52,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
321,156,condition1,,,True,,,,0.0-5.0-0.24,,,"['mediums', 'have', 'been', 'badly', 'injured']",,"['mediums', 'have', 'been', 'badly', 'injured']",,test,725029,7.0,53,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"mediums,have,been,badly,injured"
322,156,condition1,,,,,,,0.0-5.0-1.24,32.0,,,1117.3899999994321,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>mediums,have,been,badly,injured</p><h4>Here is the original sentence:</h4><p>When still attached to the medium the ectoplasm flies back with great force on exposure to light, and, in spite of the laughter of the scoffers, there is none the less good evidence that several mediums have been badly injured by the recoil after a light has suddenly been struck by some amateur detective.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,726148,,54,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
323,156,condition1,,,False,,,,0.0-5.0-0.25,,,"['with', 'my', 'right', 'to', 'the']",,"['to', 'the', 'right', 'with', 'my']",,test,744440,7.0,55,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"to,the,right,with,my"
324,156,condition1,,,,,,,0.0-5.0-1.25,32.0,,,1352.0700000226498,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>with,my,right,to,the</p><h4>Here is the correct answer and the original sentence:</h4><p>to,the,right,with,my</p><p>This force, Tuttle's division, not returning I rode to the right with my staff, and soon found that the enemy had left that part of the line.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,745793,,56,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
325,156,condition1,,,False,,,,0.0-5.0-0.26,,,"['as', 'believing', 'them', 'he', 'send']",,"['send', 'them', 'believing', 'as', 'he']",,test,787705,7.0,57,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"send,them,believing,as,he"
326,156,condition1,,,,,,,0.0-5.0-1.26,32.0,,,1056.4549999835438,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>as,believing,them,he,send</p><h4>Here is the correct answer and the original sentence:</h4><p>send,them,believing,as,he</p><p>Up to this time Beauregard, who had commanded south of Richmond, had received no reinforcements, except Hoke's division from Drury's Bluff,(*37) which had arrived on the morning of the 16th; though he had urged the authorities very strongly to send them, believing, as he did, that Petersburg would be a valuable prize which we might seek.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,788763,,58,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
327,156,condition1,,,False,,,,0.0-5.0-0.27,,,"['in', 'to', 'the', 'image', 'were']",,"['to', 'the', 'image', 'were', 'in']",,test,839695,7.0,59,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"to,the,image,were,in"
328,156,condition1,,,,,,,0.0-5.0-1.27,32.0,,,1089.1600000031758,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>in,to,the,image,were</p><h4>Here is the correct answer and the original sentence:</h4><p>to,the,image,were,in</p><p>Moreover, we are certainly able to some extent to compare our image with the object remembered, so that we often know, within somewhat wide limits, how far our image is accurate; but this would be impossible, unless the object, as opposed to the image, were in some way before the mind.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,840786,,60,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
329,156,condition1,,,False,,,,0.0-5.0-0.28,,,"['people', 'innocently', 'had', 'been', 'misled']",,"['people', 'had', 'been', 'innocently', 'misled']",,test,855223,7.0,61,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"people,had,been,innocently,misled"
330,156,condition1,,,,,,,0.0-5.0-1.28,32.0,,,1340.215000003809,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>people,innocently,had,been,misled</p><h4>Here is the correct answer and the original sentence:</h4><p>people,had,been,innocently,misled</p><p>We might have had a straight, honest fight, and at the end of it we might have conceded that the German people had been innocently misled, by their military caste and their Press, into the idea that their country was being attacked, and so were themselves guiltless in the matter.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,856565,,62,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
331,156,condition1,,,True,,,,0.0-5.0-0.29,,,"['parents', 'would', 'sleep', 'for', 'a']",,"['parents', 'would', 'sleep', 'for', 'a']",,test,866027,8.0,63,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,"parents,would,sleep,for,a"
332,156,condition1,,,,,,,0.0-5.0-1.29,32.0,,,8243.484999984503,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>parents,would,sleep,for,a</p><h4>Here is the original sentence:</h4><p>This was how Gregor received his food each day now, once in the morning while his parents and the maid were still asleep, and the second time after everyone had eaten their meal at midday as his parents would sleep for a little while then as well, and Gregor's sister would send the maid away on some errand.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,874273,,64,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
333,156,condition1,,,,,,,0.0-6.0,32.0,,,4902.429999987362,,"<p>You responded correctly on 27% of the trials.</p><p>Despite this, we've decided to award you the bonus anyway. Congratulations!</p><img src='star.gif'></img><p>Press any key to continue. Thank you!</p>",,879181,,65,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
334,156,condition1,35.0,It's hard to rearrange the words if you don't know the context. Most of my answers made sense in themselves. ,,Hold a higher degree,An average experiment,Female,0.0-7.0,,English,,,,,,954892,,66,cloze-blank,Yes,e08884f0-14b4-49da-a491-37b6124ceb38,1de7994d-1680-499b-bec1-2f8fd5106ad7,,
335,189,condition1,,,,,,,0.0-0.0,32.0,,,1776.9849999749567,,"<p>University of California, Irvine Language Processing Group</p><p id=""legal"">By answering the following questions, you are participating in a study being performed by cognitive scientists in the University of California, Irvine Department of Language Science. If you have questions about this research, please contact Richard Futrell at rfutrell@uci.edu or Ryan Lee, at leerk3@uci.edu. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p><p>Press spacebar to continue.</p>",,1815,,0,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
336,189,condition1,,,,,,,0.0-1.0,32.0,,,1160.7599999988452,,Welcome to the experiment. Press spacebar to begin.,,2977,,1,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
337,189,condition1,,,,,,,0.0-2.0,32.0,,,34124.60999999894,,"<p>A five-word sequence taken from a sentence will be given to you in random order.</p><p>Your task is to rearrange the words to match the original order from which they came.</p><p>However, you will not be given the original sentence.</p><p>For example:</p><video width='852' height='480' controls><source src='first_example_3.mp4' type='video/mp4'></video><p>Press spacebar to continue with the instructions.</p>",,37105,,2,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
338,189,condition1,,,,,,,0.0-3.0,32.0,,,15997.245000005933,,"<p>Note two things.</p><p>1. The five words may have been taken from any point within a sentence.</p><video width='852' height='480' controls><source src='note1_example_(quicker).mp4' type='video/mp4'></video><p>2. If you encounter multiple possibilities like this, just pick one order.</p><video width='852' height='480' controls><source src='note2_example_final.mp4' type='video/mp4'></video><p>You will be given the option to re-randomize the words and clear your input.</p><p>Press spacebar to continue.</p>",,53106,,3,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
339,189,condition1,,,,,,,0.0-4.0,32.0,,,5833.834999997634,,"<p>If you successfully match the original order for all trials, you will receive a bonus.</p><p>Good luck!</p><p>Press spacebar to continue.</p>",,58940,,4,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
340,189,condition1,,,False,,,,0.0-5.0-0.0,,,"['see', 'to', 'come', 'harm', 'him']",,"['see', 'him', 'come', 'to', 'harm']",,test,212982,0.0,5,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"see,him,come,to,harm"
341,189,condition1,,,,,,,0.0-5.0-1.0,32.0,,,5828.054999990854,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>see,to,come,harm,him</p><h4>Here is the correct answer and the original sentence:</h4><p>see,him,come,to,harm</p><p>""I won't deny that I have a liking for Morris and would be sorry to see him come to harm.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,218813,,6,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
342,189,condition1,,,False,,,,0.0-5.0-0.1,,,"['old', 'doing', 'nothing', 'except', 'singing']",,"['doing', 'nothing', 'except', 'singing', 'old']",,test,238012,0.0,7,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"doing,nothing,except,singing,old"
343,189,condition1,,,,,,,0.0-5.0-1.1,32.0,,,5001.255000010133,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>old,doing,nothing,except,singing</p><h4>Here is the correct answer and the original sentence:</h4><p>doing,nothing,except,singing,old</p><p>From dinner to tea she would lie in her breeze-rocked cradle, doing nothing except singing old songs--my nursery lore--to herself, or watching the birds, joint tenants, feed and entice their young ones to fly: or nestling with closed lids, half thinking, half dreaming, happier than words can express.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,243016,,8,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
344,189,condition1,,,False,,,,0.0-5.0-0.2,,,"['but', 'looking', 'back', 'she', 'came']",,"['but', 'she', 'came', 'back', 'looking']",,test,260771,0.0,9,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"but,she,came,back,looking"
345,189,condition1,,,,,,,0.0-5.0-1.2,32.0,,,3312.130000005709,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>but,looking,back,she,came</p><h4>Here is the correct answer and the original sentence:</h4><p>but,she,came,back,looking</p><p>She went off to get her ball, and was a long time finding it among the bushes, but she came back, looking cool and quiet, and waited her turn patiently.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,264085,,10,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
346,189,condition1,,,False,,,,0.0-5.0-0.3,,,"['popularize', 'but', 'for', 'his', 'subject']",,"['popularize', 'his', 'subject', 'but', 'for']",,test,321737,0.0,11,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"popularize,his,subject,but,for"
347,189,condition1,,,,,,,0.0-5.0-1.3,32.0,,,897.6550000079442,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>popularize,but,for,his,subject</p><h4>Here is the correct answer and the original sentence:</h4><p>popularize,his,subject,but,for</p><p>His great ability as a phonetician (he was, I think, the best of them all at his job) would have entitled him to high official recognition, and perhaps enabled him to popularize his subject, but for his Satanic contempt for all academic dignitaries and persons in general who thought more of Greek than of phonetics.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,322637,,12,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
348,189,condition1,,,False,,,,0.0-5.0-0.4,,,"['daughter', 'went', 'to', 'take', 'the']",,"['the', 'daughter', 'went', 'to', 'take']",,test,335631,0.0,13,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"the,daughter,went,to,take"
349,189,condition1,,,,,,,0.0-5.0-1.4,32.0,,,1042.5850000174248,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>daughter,went,to,take,the</p><h4>Here is the correct answer and the original sentence:</h4><p>the,daughter,went,to,take</p><p>But she begged so hard, and Sallie had promised to take good care of her, and a little pleasure seemed so delightful after a winter of irksome work that the mother yielded, and the daughter went to take her first taste of fashionable life.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,336675,,14,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
350,189,condition1,,,False,,,,0.0-5.0-0.5,,,"['and', 'several', 'were', 'the', 'chief']",,"['the', 'chief', 'and', 'several', 'were']",,test,385928,0.0,15,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"the,chief,and,several,were"
351,189,condition1,,,,,,,0.0-5.0-1.5,32.0,,,3663.2800000079437,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>and,several,were,the,chief</p><h4>Here is the correct answer and the original sentence:</h4><p>the,chief,and,several,were</p><p>This being refused by Congress, the President asked legislative authority to place a junior over a senior of the same grade, with the view of appointing Benton to the rank of major-general and then placing him in command of the army, but Congress failed to accede to this proposition as well, and Scott remained in command: but every general appointed to serve under him was politically opposed to the chief, and several were personally hostile.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,389593,,16,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
352,189,condition1,,,True,,,,0.0-5.0-0.6,,,"['appreciate', 'and', 'act', 'according', 'to']",,"['appreciate', 'and', 'act', 'according', 'to']",,test,404134,1.0,17,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"appreciate,and,act,according,to"
353,189,condition1,,,,,,,0.0-5.0-1.6,32.0,,,1886.5499999956228,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>appreciate,and,act,according,to</p><h4>Here is the original sentence:</h4><p>The old theological problem of ""Faith"" and ""Knowledge,"" or more plainly, of instinct and reason--the question whether, in respect to the valuation of things, instinct deserves more authority than rationality, which wants to appreciate and act according to motives, according to a ""Why,"" that is to say, in conformity to purpose and utility--it is always the old moral problem that first appeared in the person of Socrates, and had divided men's minds long before Christianity.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,406022,,18,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
354,189,condition1,,,False,,,,0.0-5.0-0.7,,,"['take', 'with', 'me', 'to', 'school']",,"['school', 'with', 'me', 'to', 'take']",,test,418169,1.0,19,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"school,with,me,to,take"
355,189,condition1,,,,,,,0.0-5.0-1.7,32.0,,,645.8700000075622,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>take,with,me,to,school</p><h4>Here is the correct answer and the original sentence:</h4><p>school,with,me,to,take</p><p>I want to open a school for little lads--a good, happy, homelike school, with me to take care of them and Fritz to teach them.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,418816,,20,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
356,189,condition1,,,False,,,,0.0-5.0-0.8,,,"['been', 'concerning', 'the', 'puzzling', 'kingdom']",,"['been', 'puzzling', 'concerning', 'the', 'kingdom']",,test,528572,1.0,21,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"been,puzzling,concerning,the,kingdom"
357,189,condition1,,,,,,,0.0-5.0-1.8,32.0,,,6607.349999976577,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>been,concerning,the,puzzling,kingdom</p><h4>Here is the correct answer and the original sentence:</h4><p>been,puzzling,concerning,the,kingdom</p><p>""THE FAIRY BODY.--The normal working body of the gnome and fairy  is not of human nor of any other definite form, and herein lies  the explanation of much that has been puzzling concerning the  nature-spirit kingdom generally.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,535181,,22,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
358,189,condition1,,,False,,,,0.0-5.0-0.9,,,"['the', 'defences', 'were', 'of', 'the']",,"['were', 'the', 'defences', 'of', 'the']",,test,578719,1.0,23,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"were,the,defences,of,the"
359,189,condition1,,,,,,,0.0-5.0-1.9,32.0,,,3535.3200000245124,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>the,defences,were,of,the</p><h4>Here is the correct answer and the original sentence:</h4><p>were,the,defences,of,the</p><p>Such were the defences of the City of Mexico in September, 1847, on the routes over which General Scott entered.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,582255,,24,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
360,189,condition1,,,False,,,,0.0-5.0-0.10,,,"['insatiable', 'and', 'insatiated', 'in', 'love']",,"['insatiated', 'and', 'insatiable', 'in', 'love']",,test,604126,1.0,25,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"insatiated,and,insatiable,in,love"
361,189,condition1,,,,,,,0.0-5.0-1.10,32.0,,,12516.754999989644,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>insatiable,and,insatiated,in,love</p><h4>Here is the correct answer and the original sentence:</h4><p>insatiated,and,insatiable,in,love</p><p>Alas, he who knows the heart finds out how poor, helpless, pretentious, and blundering even the best and deepest love is--he finds that it rather DESTROYS than saves!--It is possible that under the holy fable and travesty of the life of Jesus there is hidden one of the most painful cases of the martyrdom of KNOWLEDGE ABOUT LOVE: the martyrdom of the most innocent and most craving heart, that never had enough of any human love, that DEMANDED love, that demanded inexorably and frantically to be loved and nothing else, with terrible outbursts against those who refused him their love; the story of a poor soul insatiated and insatiable in love, that had to invent hell to send thither those who WOULD NOT love him--and that at last, enlightened about human love, had to invent a God who is entire love, entire CAPACITY for love--who takes pity on human love, because it is so paltry, so ignorant!</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,616644,,26,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
362,189,condition1,,,False,,,,0.0-5.0-0.11,,,"['remodeled', 'with', 'her', 'own', 'works']",,"['remodeled', 'her', 'own', 'works', 'with']",,test,645867,1.0,27,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"remodeled,her,own,works,with"
363,189,condition1,,,,,,,0.0-5.0-1.11,32.0,,,1732.8749999869613,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>remodeled,with,her,own,works</p><h4>Here is the correct answer and the original sentence:</h4><p>remodeled,her,own,works,with</p><p>Jo regarded them as worthy of Bacon, Milton, or Shakespeare, and remodeled her own works with good effect, she thought.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,647601,,28,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
364,189,condition1,,,True,,,,0.0-5.0-0.12,,,"['and', 'all', 'sat', 'looking', 'at']",,"['and', 'all', 'sat', 'looking', 'at']",,test,659127,2.0,29,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"and,all,sat,looking,at"
365,189,condition1,,,,,,,0.0-5.0-1.12,32.0,,,1120.534999994561,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>and,all,sat,looking,at</p><h4>Here is the original sentence:</h4><p>Presently Beth and Amy woke to rummage and find their little books also, one dove-colored, the other blue, and all sat looking at and talking about them, while the east grew rosy with the coming day.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,660249,,30,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
366,189,condition1,,,False,,,,0.0-5.0-0.13,,,"['make', 'use', 'of', 'a', 'bad']",,"['make', 'a', 'bad', 'use', 'of']",,test,670150,2.0,31,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"make,a,bad,use,of"
367,189,condition1,,,,,,,0.0-5.0-1.13,,,,,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>make,use,of,a,bad</p><h4>Here is the correct answer and the original sentence:</h4><p>make,a,bad,use,of</p><p>He'll make a bad use of it, I'm afraid.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,730151,,32,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
368,189,condition1,,,False,,,,0.0-5.0-0.14,,,"['within', 'walls', 'of', 'which', 'narrow']",,"['within', 'narrow', 'walls', 'of', 'which']",,test,763441,2.0,33,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"within,narrow,walls,of,which"
369,189,condition1,,,,,,,0.0-5.0-1.14,32.0,,,3138.1650000112127,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>within,walls,of,which,narrow</p><h4>Here is the correct answer and the original sentence:</h4><p>within,narrow,walls,of,which</p><p>Instead of being shut in within narrow walls, of which every nook and cranny could be explored, we find ourselves in an open world of free possibilities, where much remains unknown because there is so much to know.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,766581,,34,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,
370,189,condition1,,,False,,,,0.0-5.0-0.15,,,"['were', 'in', 'to', 'the', 'image']",,"['to', 'the', 'image', 'were', 'in']",,test,847457,2.0,35,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,2ab25537-52ee-4902-95b7-8abc3caf8acb,,"to,the,image,were,in"
